Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
THG,Hanover Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,5.96B,14.21,165.96,-0.26%,"18,944"
THRM,Gentherm Inc,Consumer Cyclical,Auto Parts,USA,931.68M,14.66,30.26,0.36%,"26,002"
TILE,Interface Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.11B,13.00,19.10,1.70%,"77,069"
TIMB,TIM SA ADR,Communication Services,Telecom Services,Brazil,7.23B,12.48,14.94,2.40%,"66,341"
TKR,Timken Co,Industrials,Tools & Accessories,USA,5.17B,14.82,73.86,1.67%,"29,378"
TLK,Telkom Indonesia (Persero) Tbk PT ADR,Communication Services,Telecom Services,Indonesia,14.77B,10.22,14.90,-0.43%,"60,501"
TM,Toyota Motor Corporation ADR,Consumer Cyclical,Auto Manufacturers,Japan,243.31B,7.38,186.01,1.66%,"55,456"
TMHC,Taylor Morrison Home Corp,Consumer Cyclical,Residential Construction,USA,5.83B,6.91,57.26,-1.42%,"290,808"
TNK,Teekay Tankers Ltd,Energy,Oil & Gas Midstream,Bermuda,1.27B,3.27,37.02,0.73%,"67,586"
TNL,Travel+Leisure Co,Consumer Cyclical,Travel Services,USA,3.18B,8.87,47.61,2.12%,"96,475"
TOL,Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,10.30B,7.13,103.54,0.50%,"219,229"
TPH,Tri Pointe Homes Inc,Consumer Cyclical,Residential Construction,USA,2.86B,6.46,31.21,0.19%,"79,626"
TRMD,Torm Plc,Energy,Oil & Gas Midstream,United Kingdom,1.75B,2.81,18.02,2.18%,"331,208"
TRTX,TPG RE Finance Trust Inc,Real Estate,REIT - Mortgage,USA,692.18M,11.51,8.55,1.12%,"42,487"
TRV,Travelers Companies Inc,Financial,Insurance - Property & Casualty,USA,58.62B,12.04,258.55,1.02%,"149,677"
TS,Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services,Luxembourg,21.01B,10.58,38.12,3.14%,"212,560"
TTE,TotalEnergies SE ADR,Energy,Oil & Gas Integrated,France,131.23B,9.28,62.56,0.99%,"308,520"
TTI,"Tetra Technologies, Inc",Energy,Oil & Gas Equipment & Services,USA,442.20M,4.10,3.34,2.77%,"111,514"
TWO,Two Harbors Investment Corp,Real Estate,REIT - Mortgage,USA,1.41B,6.49,13.56,1.39%,"94,501"
UAL,United Airlines Holdings Inc,Industrials,Airlines,USA,23.43B,7.59,71.57,2.39%,"1,718,327"
UBCP,"United Bancorp, Inc. (Martins Ferry, OH)",Financial,Banks - Regional,USA,74.62M,10.09,12.89,-0.92%,336
UFCS,United Fire Group Inc,Financial,Insurance - Property & Casualty,USA,720.58M,11.90,28.39,0.82%,"9,691"
UGI,UGI Corp,Utilities,Utilities - Regulated Gas,USA,7.01B,12.82,32.63,2.03%,"249,834"
UGP,Ultrapar Participacoes S.A. ADR,Energy,Oil & Gas Refining & Marketing,Brazil,3.21B,7.67,2.97,4.58%,"282,676"
UHS,"Universal Health Services, Inc",Healthcare,Medical Care Facilities,USA,10.97B,10.03,168.77,2.91%,"115,286"
ULH,Universal Logistics Holdings Inc,Industrials,Trucking,USA,690.32M,5.32,26.23,1.04%,"7,183"
ULTA,Ulta Beauty Inc,Consumer Cyclical,Specialty Retail,USA,15.93B,13.74,343.45,9.22%,"1,146,904"
UNM,Unum Group,Financial,Insurance - Life,USA,13.77B,8.23,77.89,0.96%,"211,584"
UPBD,Upbound Group Inc,Technology,Software - Application,USA,1.39B,10.95,24.17,2.45%,"62,795"
URBN,"Urban Outfitters, Inc",Consumer Cyclical,Apparel Retail,USA,4.51B,11.45,48.88,-1.99%,"248,162"
USB,U.S. Bancorp,Financial,Banks - Regional,USA,64.76B,10.98,41.57,1.58%,"1,661,984"
USNA,Usana Health Sciences Inc,Consumer Defensive,Packaged Foods,USA,563.50M,13.61,29.81,-1.85%,"10,483"
UVE,Universal Insurance Holdings Inc,Financial,Insurance - Property & Casualty,USA,598.02M,10.70,21.28,-0.21%,"40,990"
UVSP,Univest Financial Corp,Financial,Banks - Regional,USA,813.79M,10.85,28.06,1.26%,"3,253"
VAC,Marriott Vacations Worldwide Corp,Consumer Cyclical,Resorts & Casinos,USA,2.33B,11.84,66.62,0.33%,"49,031"
VAL,Valaris Ltd,Energy,Oil & Gas Equipment & Services,Bermuda,2.66B,7.30,37.50,3.26%,"217,663"
VALE,Vale S.A. ADR,Basic Materials,Other Industrial Metals & Mining,Brazil,41.85B,6.90,9.81,4.09%,"11,478,044"
VBNK,VersaBank,Financial,Banks - Regional,Canada,332.19M,10.86,10.22,3.39%,"13,038"
VBTX,Veritex Holdings Inc,Financial,Banks - Regional,USA,1.32B,12.39,24.18,1.40%,"20,934"
VC,Visteon Corp,Consumer Cyclical,Auto Parts,USA,2.20B,8.29,81.33,0.69%,"33,817"
VEL,Velocity Financial Inc,Financial,Mortgage Finance,USA,664.15M,10.34,19.52,0.13%,"3,651"
VIPS,Vipshop Holdings Ltd ADR,Consumer Cyclical,Internet Retail,China,7.35B,8.49,16.90,0.89%,"612,110"
VIRC,Virco Manufacturing Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,162.40M,6.47,9.97,2.26%,"8,863"
VIV,"Telefonica Brasil S.A., ADR",Communication Services,Telecom Services,Brazil,14.31B,14.18,8.80,3.04%,"323,312"
VLRS,Controladora Vuela Cia De Aviacion ADR,Industrials,Airlines,Mexico,629.46M,5.02,5.47,3.11%,"224,107"
VLY,Valley National Bancorp,Financial,Banks - Regional,USA,4.85B,12.54,8.66,1.23%,"846,773"
VNCE,Vince Holding Corp,Consumer Cyclical,Apparel Manufacturing,USA,25.97M,5.70,2.06,-0.48%,"8,950"
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,USA,4.87B,11.92,32.75,2.02%,"114,339"
VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,United Kingdom,23.89B,9.33,9.55,0.53%,"4,042,017"
VOYA,Voya Financial Inc,Financial,Financial Conglomerates,USA,6.30B,10.77,65.91,1.24%,"77,055"
VRTS,Virtus Investment Partners Inc,Financial,Asset Management,USA,1.19B,10.06,170.08,1.27%,"2,211"
VSCO,Victoria's Secret & Co,Consumer Cyclical,Apparel Retail,USA,1.43B,9.27,18.22,3.26%,"1,384,897"
VTOL,Bristow Group Inc,Energy,Oil & Gas Equipment & Services,USA,892.17M,9.74,31.16,0.45%,"2,217"
VTSI,VirTra Inc,Technology,Software - Application,USA,57.84M,9.79,5.14,3.63%,"22,960"
VZ,Verizon Communications Inc,Communication Services,Telecom Services,USA,181.65B,10.41,43.15,-1.28%,"4,268,785"
WAFD,WaFd Inc,Financial,Banks - Regional,USA,2.29B,13.00,28.14,1.30%,"48,994"
WAL,Western Alliance Bancorp,Financial,Banks - Regional,USA,8.39B,10.72,75.98,1.64%,"103,108"
WB,Weibo Corp ADR,Communication Services,Internet Content & Information,China,1.64B,9.29,10.57,1.43%,"665,634"
WCC,"Wesco International, Inc",Industrials,Industrial Distribution,USA,7.89B,12.36,161.64,1.99%,"68,700"
WDC,Western Digital Corp,Technology,Computer Hardware,USA,15.35B,10.53,44.13,5.00%,"1,677,817"
WDH,Waterdrop Inc ADR,Financial,Insurance - Diversified,China,403.64M,10.31,1.39,-7.20%,"540,525"
WF,Woori Financial Group Inc ADR,Financial,Banks - Regional,South Korea,8.18B,3.81,33.17,1.14%,"5,561"
WFC,Wells Fargo & Co,Financial,Banks - Diversified,USA,230.43B,13.04,70.08,2.36%,"4,088,209"
WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services,USA,3.84B,7.81,52.75,1.65%,"127,385"
WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals,USA,826.52M,13.25,23.45,0.11%,"9,708"
WPP,WPP Plc. ADR,Communication Services,Advertising Agencies,United Kingdom,8.63B,12.65,40.03,-1.31%,"74,922"
WRB,W.R. Berkley Corp,Financial,Insurance - Property & Casualty,USA,23.69B,14.33,62.48,0.99%,"160,882"
WRLD,World Acceptance Corp,Financial,Credit Services,USA,687.87M,8.47,119.70,2.42%,"1,509"
WS,Worthington Steel Inc,Basic Materials,Steel,USA,1.34B,9.10,26.44,2.14%,"27,339"
WTBA,West Bancorporation,Financial,Banks - Regional,USA,344.06M,14.33,20.44,1.89%,300
WTFC,Wintrust Financial Corp,Financial,Banks - Regional,USA,7.30B,10.62,109.47,1.59%,"36,755"
WU,Western Union Company,Financial,Credit Services,USA,3.61B,3.90,10.70,1.49%,"864,549"
XOM,Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,479.15B,14.07,110.43,1.61%,"2,815,728"
XYZ,Block Inc,Technology,Software - Infrastructure,USA,35.30B,12.52,56.99,5.45%,"2,828,182"
YALA,Yalla Group Limited ADR,Technology,Software - Application,United Arab Emirates,633.09M,6.36,4.72,-1.67%,"251,782"
ZION,Zions Bancorporation N.A,Financial,Banks - Regional,USA,7.10B,9.68,47.98,2.10%,"170,503"
